ID,Age,Experience,Income,ZIP Code,Family,h1,h2,h3,h4
557,60,34,21,93105,3,13465,14025,28157,52771
558,39,15,118,95039,2,11669,17204,25876,72345
559,30,5,38,95064,4,10187,22507,30681,25871
560,49,25,24,95818,4,10518,19236,36389,44321
561,43,18,59,93943,1,14182,24038,17969,34007
562,63,33,41,94234,4,14605,23836,26898,33272
563,28,3,85,94035,1,14704,21149,15817,61838
564,51,27,12,94608,4,14067,14515,43673,57119
565,33,7,32,94904,1,11240,21491,23315,22253
566,55,29,79,90210,3,13903,19562,20614,11548
567,53,28,175,95060,3,11193,17514,25726,5450
568,34,8,28,95112,3,11072,22321,23765,12333
569,34,9,41,92101,2,14380,20869,29492,61358
570,40,14,70,95136,3,12118,21834,29800,29775
571,49,25,161,94928,3,14526,21447,44099,16410
572,35,9,53,94143,4,10111,19816,27777,19480
573,39,15,128,92333,1,13569,18077,43341,13753
574,55,28,50,95020,3,10549,18627,18292,49916
575,29,5,80,94709,2,12429,15399,19443,29042
576,54,30,93,91107,1,11710,20516,31393,34433
577,25,-1,48,92870,3,10914,13549,15741,17612
578,52,28,149,94043,2,11656,20411,20903,55841
579,46,19,49,92124,3,13637,22596,30178,44625
580,57,33,88,93524,1,12653,20849,36240,43265
581,52,22,22,90049,4,13034,15974,29062,69613
582,28,3,55,94521,4,12072,22838,38991,60507
583,44,18,72,95678,1,12011,18128,26637,70059
584,24,-1,38,95045,2,12399,22312,36893,18617
585,40,16,114,91604,1,13099,19495,31020,73207
586,34,4,83,92653,4,11703,15501,31447,49144
587,39,14,101,94305,2,13692,19238,35634,48312
588,50,24,94,93305,1,14927,23616,32298,25218
589,41,17,40,93117,2,14481,20497,23932,59675
590,31,7,128,92821,1,12442,14884,42956,18594
591,29,3,39,94612,4,14291,19930,20516,48873
592,30,5,51,92037,1,10299,14753,18990,26824
593,44,20,79,95051,4,11432,15202,34894,45482
594,33,7,48,90025,4,10190,22576,28857,16167
595,50,26,85,94143,1,11421,22127,43400,14211
596,42,18,41,92121,1,10727,16302,42848,73256
597,48,22,152,94022,1,11529,21438,32648,62011
598,24,-2,125,92835,2,10947,12790,29040,71501
599,56,31,11,92374,2,14394,23353,17311,43739
600,28,4,103,94720,2,10947,17539,21165,55734
601,56,30,141,94143,2,14633,21997,34708,20159
602,58,32,38,91320,1,10936,23838,29265,7063
603,29,5,135,95035,2,12751,24413,34918,14676
604,63,38,28,94720,2,12260,13421,36211,56540
605,28,3,70,90245,4,14009,20527,22722,22455
606,57,31,41,91330,1,11923,16272,24309,31985
607,34,8,81,91741,3,13418,19714,25799,62371
608,28,3,170,95014,1,13703,23431,44404,17465
609,27,2,55,91910,4,11854,21362,20102,14451
610,37,11,24,91770,4,11097,16254,38335,57403
611,52,28,81,94132,3,12623,15260,28366,50687
612,49,23,32,94701,4,12394,19415,20605,73223
613,65,40,129,90095,1,13879,17119,40071,17491
614,60,35,108,94904,1,10157,23393,25317,57015
615,37,12,180,90034,1,13450,22458,19041,68893
616,63,37,139,93943,2,13293,20153,30492,73372
617,40,14,33,94025,2,10794,17292,33035,51643
618,46,20,74,94024,4,10531,15746,17332,18933
619,63,37,42,91320,2,12802,24617,17690,42189
620,57,27,73,93106,1,11257,14673,23733,4383
621,33,8,115,91129,4,13521,14852,33567,70660
622,41,17,114,91125,2,10976,18145,17930,14317
623,41,17,92,93555,2,12807,20086,33990,36478
624,44,19,34,95616,1,10508,17073,27721,42289
625,33,6,54,92821,2,13678,16220,16202,5135
626,52,28,64,95605,2,10169,13472,19753,17086
627,30,6,42,94305,1,11222,23613,25052,71389
628,45,19,70,92677,3,13369,20097,34266,38321
629,49,24,51,90071,1,11463,15135,23397,13263
630,45,19,71,91711,4,10259,20221,32930,59811
631,32,7,35,96651,3,13170,18426,40019,31617
632,45,18,40,94960,3,11378,15565,18690,30184
633,57,32,165,94720,4,14325,23202,34124,38059
634,61,31,18,94583,1,12801,20799,31695,43608
635,57,31,32,90034,3,12638,20679,44174,60271
636,60,35,35,90509,3,12743,24414,22877,7461
637,40,16,120,92037,2,11924,16484,16412,43313
638,53,28,31,90245,4,10897,16341,25034,37057
639,42,16,35,92054,3,11518,20138,21293,64095
640,62,36,32,92646,2,10374,15119,18324,23798
641,43,18,85,94960,1,10796,18665,23033,17667
642,35,10,139,95060,2,10890,17635,30021,38296
643,50,24,103,94132,1,11624,21578,42932,39209
644,45,21,152,91902,2,14659,24102,20353,38287
645,52,27,33,92121,2,10725,16790,23050,44718
646,35,9,84,95120,4,13433,20686,19329,40564
647,58,33,61,90033,4,11017,17494,17280,34876
648,62,38,64,95064,4,14489,12836,25058,51499
649,50,25,34,95621,1,14318,20653,32572,71885
650,25,-1,82,92677,4,12301,21974,42275,19477
651,47,22,122,90037,1,10211,24714,23942,6699
652,28,4,58,92121,3,14041,16421,31191,30322
653,34,9,92,90005,1,11474,18805,36287,24426
654,49,23,78,92691,2,14910,15021,32482,7872
655,54,29,129,93940,4,11280,15070,20560,59711
656,50,25,13,91109,2,11212,19629,35038,67677
657,37,11,81,94539,1,11465,15622,41701,50974
658,38,8,23,95207,1,11065,14059,29135,58459
659,52,26,35,91711,3,13684,13652,31241,65834
660,63,39,79,93009,4,11640,14128,40456,65806
661,39,14,165,92126,2,12068,17172,17438,55773
662,63,38,52,94720,2,11151,22315,20985,65967
663,65,41,185,93561,3,14656,14636,21984,14420
664,46,20,49,90503,3,14771,19519,41549,40149
665,54,30,64,95126,1,12841,18977,31567,25428
666,54,24,61,92866,4,11571,14282,37104,56325
667,52,26,112,92120,1,14339,24476,28035,18780
668,63,39,72,93106,3,10449,16119,25051,27349
669,66,41,18,94010,3,12895,23532,29511,19476
670,56,29,41,94109,4,14014,20704,27559,40706
671,23,-1,61,92374,4,11459,22628,28616,65922
672,65,41,105,92612,1,11155,14082,37766,13160
673,51,27,23,96651,1,12699,17134,31985,54325
674,34,10,22,95670,1,10796,16987,43992,24577
675,49,23,59,95827,3,14226,18641,20387,11160
676,29,2,33,91711,1,11058,21346,35446,53960
677,47,23,11,94063,1,14323,14292,17183,31808
678,46,21,204,92780,2,11324,20338,25701,36075
679,52,27,61,92101,4,13300,18753,34727,56199
680,55,31,103,92093,3,13779,22218,18797,9195
681,61,36,51,94706,3,10248,21072,42533,13981
682,34,9,164,94720,1,14475,23001,18631,66733
683,58,34,12,90504,1,14165,20227,42075,66324
684,40,16,82,91311,1,10876,14001,37741,3965
685,43,17,164,90266,1,12313,13839,37868,2611
686,35,8,48,93107,2,13551,16224,31764,20691
687,24,-1,38,92612,4,14919,14849,22026,47046
688,48,22,65,92120,2,12818,21009,15855,13425
689,44,20,71,94304,4,14619,14404,31657,4904
690,54,30,18,94591,1,14310,16857,15633,73625
691,59,34,52,94115,2,12572,16994,36210,65156
692,45,18,48,90025,3,13426,13548,39369,26496
693,26,2,30,94720,1,12279,16518,44679,46450
694,40,15,40,92096,2,12415,20836,28812,74622
695,32,7,112,90740,1,11198,23802,43184,74010
696,29,4,115,92717,1,12563,16613,25770,12784
697,51,27,63,92251,2,11681,19661,18052,60626
698,42,17,85,92648,1,14635,12771,44864,33280
699,64,38,59,92028,1,13880,15366,30628,5186
700,44,20,68,95060,1,10137,23850,26080,11278
701,37,11,84,90089,2,12512,16414,40502,8314
702,44,19,62,93106,3,12994,20877,20863,67686
703,35,9,109,92709,3,12251,23893,37039,3629
704,41,17,141,94022,2,12333,24714,30953,7224
705,56,32,129,94065,1,12236,22088,39448,2661
706,62,36,30,94720,3,13127,21559,23210,61857
707,58,34,148,95819,1,12581,17539,37879,28381
708,47,20,25,95064,3,13344,18727,41742,54668
709,35,10,21,92182,3,14789,17038,43253,8421
710,29,4,72,95841,4,12027,18193,42035,23566
711,43,17,59,94085,3,10748,19628,34310,43653
712,62,37,83,91754,3,12787,18194,17255,73890
713,41,16,10,94123,2,12258,18403,27821,13938
714,34,9,84,92009,3,11471,18837,35073,5277
715,50,23,98,92068,3,10194,17061,32570,15111
716,47,23,32,92130,1,10414,16958,41849,37925
717,29,5,31,96064,4,11003,21154,17769,13771
718,59,34,94,93940,3,11460,17993,40956,49644
719,56,31,21,90024,2,11895,15682,33472,9056
720,61,35,110,92521,3,10676,15338,22583,3041
721,58,32,38,94025,1,12182,23544,30423,56181
722,49,24,39,92717,1,13091,22938,43882,74283
723,45,21,132,91103,3,13675,24837,41659,9965
724,50,24,61,94301,4,10219,15278,44040,56896
725,64,38,92,94086,1,10923,16629,25661,14754
726,39,15,119,92037,2,12465,18106,40190,35619
727,58,33,53,91030,4,12729,23739,43341,32323
728,62,37,18,92037,3,11383,22458,20470,72686
729,45,20,114,94720,2,13466,21617,43380,44845
730,58,28,90,93106,1,11333,19124,33337,6293
731,43,18,140,95616,1,10059,15650,36686,8128
732,28,3,90,90066,2,14369,13649,44255,52868
733,26,1,85,90064,1,12411,14799,25822,10720
734,49,24,80,92009,1,11443,18693,33806,67106
735,66,42,53,92182,2,13622,12627,29285,59535
736,33,7,49,95403,4,14780,23006,40214,52007
737,61,35,152,91016,3,11873,12826,30011,30838
738,64,37,138,94709,2,12730,19787,30426,65560
739,36,10,80,94596,4,13385,13425,32297,41746
740,49,23,82,91902,2,11907,20126,30085,57503
741,52,27,195,90266,1,11714,13457,34183,41569
742,61,37,22,94590,1,10770,24898,37575,53494
743,32,6,81,92626,1,11177,15281,38368,59497
744,61,37,40,94539,4,11247,20819,18024,66811
745,45,20,154,94720,2,13234,23846,24874,18877
746,30,4,49,93955,3,11224,15962,30154,33726
747,62,37,85,95051,4,11151,24045,35788,73759
748,57,32,21,94112,3,12424,13306,17195,17878
749,41,17,14,91330,1,12674,22226,31146,12993
750,58,34,60,92008,4,13277,18078,35188,60029
751,29,5,138,93106,2,12910,21667,19079,63698
752,53,28,98,90210,1,10921,23308,31553,18315
753,64,39,22,90071,4,13622,14651,25432,12966
754,49,23,49,94720,1,10475,16098,26300,46053
755,38,14,102,95020,2,13892,15205,30790,22352
756,56,30,45,91103,4,13750,18479,42118,70772
757,56,31,82,95348,4,14944,16171,15546,23706
758,52,28,81,91745,3,10728,24391,43223,24640
759,64,39,35,90266,1,10380,14960,38712,43064
760,53,28,59,91950,2,10457,15983,43489,64759
761,29,3,52,92122,3,12200,18037,29595,27581
762,48,24,84,92152,3,12637,21165,35384,41661
763,32,6,85,90504,1,12599,20896,38062,39782
764,54,28,65,94122,1,11699,19178,22563,50982
765,37,13,89,95051,2,12566,24153,21317,36035
766,47,21,109,95822,4,12806,12594,23494,23231
767,37,12,81,94538,1,13693,23876,15791,8077
768,64,39,38,92024,1,12914,20380,27833,53407
769,43,19,72,90024,2,11185,13588,24290,38816
770,33,6,78,90250,4,13226,13286,37899,51804
771,26,2,172,94551,2,10076,13698,38264,27460
772,42,18,71,91614,3,10534,16507,23279,9073
773,54,28,165,92093,1,10513,24037,38458,69442
774,41,16,120,92612,2,14341,18590,27792,17705
775,55,29,39,92154,1,11506,17159,39367,11953
776,65,39,23,92835,3,12540,18035,32321,13666
777,50,26,135,92121,2,13671,16065,32555,12820
778,55,31,12,95060,2,12972,13227,33761,15770
779,62,36,92,94801,2,13475,16270,20925,69803
780,53,28,192,94304,2,14108,14220,27355,52084
781,32,7,42,92634,4,13030,20012,23235,12130
782,56,32,158,94588,3,14800,22340,23355,69187
783,54,30,194,92056,3,11989,19410,23820,44698
784,44,20,160,94606,2,12564,13811,32815,70163
785,48,22,98,94115,2,11263,23740,39063,22023
786,46,22,164,94122,2,13760,15176,32763,7175
787,45,21,42,94305,2,11569,13950,18236,7488
788,45,15,202,91380,3,13858,23149,31270,13821
789,58,34,10,92521,4,13876,17867,42466,49035
790,29,3,31,92126,4,10287,18412,34861,59473
791,55,30,58,92028,4,11356,18003,21747,41504
792,55,29,65,94501,4,10264,14987,32905,37720
793,41,16,98,93117,1,14776,12869,34329,42734
794,24,-2,150,94720,2,12064,22901,44243,31506
795,54,29,44,91301,2,11537,21089,19126,13876
796,57,32,15,92806,2,11116,19205,20811,59558
797,30,6,82,93657,2,14829,17246,43560,40094
798,42,17,61,94998,3,14568,24545,36527,11917
799,29,2,38,93063,1,12911,21507,17333,29535
800,29,3,39,95051,4,14928,18145,43292,65853
801,31,7,173,91040,1,12428,17635,41744,60863
802,47,23,8,92612,4,14492,14472,19499,23905
803,36,12,51,92521,3,11306,19313,20497,68971
804,52,27,62,92661,4,12403,17331,41425,12991
805,54,28,34,94061,4,10027,17982,17916,43371
806,55,29,132,95758,3,11842,13233,38342,18529
807,53,27,44,94542,4,10751,20627,36000,20327
808,52,27,162,92096,1,10472,24040,25437,20962
809,64,39,64,92068,3,11302,12933,28439,43097
810,54,29,111,94304,1,11306,15878,32425,41833
811,32,6,41,92182,2,14721,14065,37345,13445
812,63,33,52,94720,4,12662,14351,23365,69021
813,36,10,65,90089,4,10016,15760,34620,63170
814,50,25,130,94720,1,10314,16983,21287,30747
815,33,8,45,93943,2,13547,18322,27021,70596
816,62,38,35,94596,1,10841,16216,38807,25096
817,49,23,65,94035,3,13998,20622,21393,74028
818,41,15,38,90291,2,10083,16976,17634,12828
819,51,27,42,95039,4,13089,21367,18863,70860
820,56,30,45,90024,4,12622,19341,32462,63972
821,51,25,145,90740,1,10579,15475,41754,21440
822,39,13,33,92093,4,11774,23483,32801,6912
823,61,35,60,96091,3,10046,23880,15624,9918
824,35,9,45,90509,1,12446,17311,41930,20720
825,39,15,72,94801,4,13736,12874,20011,35323
826,37,11,34,95616,3,12859,16355,44791,10752
827,48,21,23,93555,3,12887,24918,38036,4326
828,63,37,45,94542,2,12730,18244,31625,3058
829,35,9,28,94542,4,12719,18793,18546,26401
830,55,30,81,90254,4,13710,17574,23604,57656
831,29,5,72,92407,3,14231,21328,25524,19364
832,61,31,49,94066,4,14251,15074,43871,19086
833,36,10,31,90630,4,12360,14463,41347,33676
834,61,35,63,94939,3,11396,22303,20687,22013
835,36,12,150,95138,4,10647,21720,38052,22014
836,58,33,142,92691,2,12336,22586,15643,67978
837,42,17,74,92123,3,11378,20506,36414,15403
838,30,4,24,92096,1,11715,17554,17402,30982
839,45,20,29,92507,4,14270,13237,17656,73253
840,39,15,79,92646,4,12309,15769,41568,25430
841,27,3,94,92373,2,11981,21390,21961,47379
842,57,33,121,94542,1,11474,15206,19025,66366
843,34,10,54,92101,3,12330,15079,19281,39004
844,64,39,73,94720,3,14092,17764,32159,13152
845,47,23,71,95762,1,11737,13959,30359,42211
846,44,17,29,94706,3,11176,18906,32307,26987
847,51,27,93,92154,1,10686,19040,39306,44378
848,40,14,73,94539,1,11809,23252,41400,29815
849,57,32,19,94720,4,12221,18935,15816,34511
850,33,8,58,94305,2,13294,17329,26181,32568
851,46,20,39,95054,1,10705,16948,23937,11117
852,41,16,23,94521,2,14736,17017,22115,52296
853,33,7,29,92064,1,13211,21392,33551,31993
854,27,2,155,95138,1,13505,24264,35754,15278
855,52,28,90,95814,1,10398,22655,18158,43640
856,59,33,113,92152,2,10961,20139,28171,35591
857,62,38,42,94025,1,11281,22798,43463,23836
858,49,25,30,95616,4,11407,19033,22672,57230
859,45,19,19,94720,3,10529,24677,20376,14491
860,63,37,124,92182,3,14707,17804,39822,62547
861,57,31,30,95841,2,12464,18200,42280,20434
862,60,30,28,92354,1,13414,16446,15526,8759
863,50,23,15,94025,2,14546,17314,29702,3157
864,54,30,70,90095,1,12275,18111,17638,43067
865,28,2,10,94080,1,10313,20135,17158,17635
866,60,34,22,92037,3,13789,13651,29362,45862
867,44,20,70,94611,4,12555,15421,32423,67778
868,61,35,61,94708,1,10300,22945,33665,41596
869,40,15,161,94596,2,13066,23240,42870,26509
870,54,30,29,93014,2,10002,22120,20882,18101
871,43,19,35,92106,3,14254,23619,44773,67559
872,54,28,48,96091,4,13056,22511,41017,69098
873,32,7,44,90095,4,11820,15437,26442,61339
874,24,0,88,90740,3,10923,21328,20352,70754
875,30,4,40,92056,4,13661,17009,40427,74481
876,61,36,21,95616,4,13276,17003,27877,58818
877,40,14,58,94025,2,10617,17905,31506,31584
878,35,11,59,95123,4,10633,16682,35156,44328
879,33,3,74,95616,4,14758,22468,29912,41268
880,63,37,84,91768,4,13186,22035,35322,11419
881,57,31,58,91604,1,14033,14283,37037,55425
882,44,19,154,92116,2,12047,22774,24866,63405
883,51,25,185,94117,1,11629,17256,43685,63559
884,51,26,78,92703,1,14128,16509,19139,62064
885,38,13,55,91709,2,13457,22368,42286,48147
886,31,5,30,94304,4,12878,24153,20599,22568
887,54,29,74,93907,3,14534,22647,41586,72745
888,41,16,118,94720,2,14498,17422,33770,54721
889,57,33,182,94114,2,14528,18675,39856,63202
890,24,-2,82,91103,2,11915,14510,39813,64891
891,55,29,29,92780,4,14364,14296,32183,54564
892,32,6,120,94102,4,11463,15762,30164,64889
893,38,12,53,95616,2,10289,22950,29209,62062
894,58,32,43,93943,3,11018,18945,41059,10659
895,29,4,59,95064,4,12363,23468,21675,62239
896,43,17,84,94608,4,12320,18702,25309,13501
897,50,24,161,95133,3,12519,23242,42248,73685
898,62,37,21,92691,4,12728,12800,31088,68157
899,57,32,63,94111,4,14582,13663,36044,51693
900,30,3,172,91302,3,11163,15550,32301,24612
901,30,4,51,94709,4,12328,22770,15684,12913
902,57,33,24,95616,4,14869,14538,21509,64409
903,57,33,95,95054,2,11471,23487,41551,10266
904,43,18,59,90048,1,10993,18642,39769,12463
905,28,2,51,90503,4,10568,17256,38493,9432
906,46,22,28,94720,1,12099,24082,43556,26859
907,29,3,154,94720,2,12257,18433,44883,36758
908,64,40,15,91711,2,10276,12782,17058,44742
909,66,36,55,93023,4,13816,15894,17989,67587
910,23,-1,149,91709,1,14912,14663,38306,56946
911,60,36,79,92120,1,11162,16950,38379,62118
912,47,21,68,94538,4,11446,15705,19456,65760
913,35,10,78,94105,1,12683,13015,44942,62328
914,57,32,34,92507,2,14179,15364,34005,43490
915,65,41,195,91711,3,13368,24422,39210,66728
916,53,28,184,94550,1,11848,19624,31833,30908
917,44,20,85,92192,2,11006,13367,23525,10384
918,45,20,200,90405,2,14014,18294,35403,7724
919,41,16,64,92325,3,12617,22756,41724,36854
920,51,27,88,91116,1,10124,12927,18919,49553
921,27,1,42,94501,3,12020,24266,27058,8382
922,31,5,91,92096,3,12329,21147,22290,42668
923,32,6,38,92868,1,14711,22998,29333,19578
924,55,30,28,95123,1,13102,21375,31981,50080
925,55,30,32,91330,4,10957,15107,17058,71096
926,42,18,31,94720,1,12218,22798,22669,54838
927,33,9,22,93940,4,11744,18802,37356,59873
928,65,40,95,95014,3,14855,22252,42973,57996
929,35,10,74,90638,4,12670,21485,25004,13328
930,55,30,22,92121,1,12974,14058,42196,66077
931,28,4,43,92103,3,10834,17242,34144,72852
932,27,3,43,91302,1,10683,22926,28284,50975
933,51,27,112,94720,3,12738,24805,26028,20549
934,50,23,9,92064,2,12361,22774,20289,19991
935,58,33,81,91320,2,13261,20286,38559,21210
936,46,20,131,95929,1,14458,19489,20447,63320
937,62,32,19,92109,1,11250,18943,24787,21312
938,38,13,62,92093,3,11493,19557,29963,23677
939,62,37,19,95818,4,10374,22782,27995,44929
940,56,32,8,93943,2,12907,24302,42698,14178
941,61,36,193,94303,1,14897,20544,15876,51340
942,38,13,129,92093,4,10538,17709,23630,56018
943,55,29,30,91320,4,11411,18570,28115,22437
944,30,4,80,94701,4,10171,23202,35006,66397
945,41,15,22,90503,4,10267,14113,43845,57204
946,57,32,33,91745,1,12306,20603,31812,73938
947,36,11,64,91355,4,10309,15265,38800,24650
948,55,29,60,94305,3,10185,18859,41668,23620
949,30,4,81,92037,1,14280,22038,34212,19487
950,40,16,45,94720,3,11645,19714,34318,42531
951,32,6,112,95054,4,13972,12912,31509,5574
952,59,34,83,94105,2,13200,23914,27254,57209
953,44,20,180,93943,2,11482,15598,22341,21099
954,51,26,28,92130,4,11512,13921,27606,68947
955,37,12,169,91107,2,12956,14569,27316,20544
956,59,35,14,90840,4,11097,23395,23668,59196
957,37,11,43,90250,1,12559,23453,36522,20965
958,56,32,88,94309,2,11520,18210,33651,53382
959,55,29,78,90747,4,12474,20446,28761,38104
960,49,24,68,94143,1,13967,18201,18710,65340
961,46,22,144,93611,2,13750,23888,33324,36765
962,35,9,30,94114,4,11719,20010,32257,70909
963,47,21,120,95833,1,11695,23943,40486,4049
964,39,14,24,94305,2,12772,15005,31990,53426
965,27,1,78,92037,4,13060,13958,43014,2641
966,62,36,135,94301,2,13434,24101,17840,32714
967,57,32,44,91605,2,12776,15455,39201,63779
968,55,30,73,92675,4,14873,17815,27638,18679
969,55,31,90,92868,1,11047,19880,34222,41354
970,41,15,58,94704,3,14942,14740,22775,49632
971,57,32,75,94928,2,12756,20432,18057,71739
972,43,19,174,92028,3,10540,15185,18685,48171
973,40,16,50,92093,2,11739,23736,44511,40282
974,43,18,85,92703,1,12928,19041,44962,24580
975,63,38,54,90401,3,11426,14565,42342,49548
976,63,38,83,92122,2,14637,19646,34048,16698
977,54,30,24,94109,4,12674,19225,41609,4400
978,54,30,45,95134,4,10694,15994,42807,6269
979,52,26,68,92068,1,11564,21051,25598,34683
980,50,26,48,94720,4,13045,14749,23944,15572
981,38,13,114,92697,1,12408,23813,26762,34423
982,36,12,142,90064,3,11259,13577,44357,71641
